"Country","HDI","Category","Age","Gender","Kids","Education","WorkStatus","AnnualIncome","Occupation","Years","Months","Community","Status","NumSon","NumDaught","DP1","DP2","DP3","DP4","DP5","AIP1","AIP2","AIP3","AIP4","AIP5","AIP6","AIP7","AIP8","AIP9","AIP10","AIP11","AIP12","AIP13","AIP14","AIP15","GP1","GP2","GP3","GP4","GP5","GP6","GP7","GP8","GP9","GP10","GP11","GP12","GP13","GP14","GP15","GP16","GP17","GP18","GP19","GP20","SWLS1","SWLS2","SWLS3","SWLS4","SWLS5","Q1Self","Q2Others","DPMean","AIPMean","GPMean","SWLSMean"
"UnitedStates",0.92,"VeryHigh",45,"Female","No Kids","phd","full-time",35000,"college faculty",6,0,"Small City","Single",0,0,5,4,3,2,2,1,3,5,5,5,5,5,3,4,3,3,3,4,3,3,4,1,3,3,3,3,3,3,3,2,2,4,4,3,3,1,4,3,3,3,1,5,2,3,1,"yes","yes",3.2,3.667,2.9,2.4
"UnitedStates",0.92,"VeryHigh",38,"Male","Yes Kids","ltuni","full-time",55000,"Information technology",4,0,"Small City","Divorced",2,0,3,4,4,3,3,4,2,4,2,3,1,3,4,3,4,3,2,4,1,5,5,4,4,4,4,2,4,4,4,3,4,4,5,4,4,5,5,4,4,4,3,3,1,3,2,"yes","no",3.4,3,4.05,2.4
"UnitedStates",0.92,"VeryHigh",32,"Female","No Kids","dip","full-time",45000,"Executive Assistant",10,0,"Large Town","Married",0,0,2,3,2,2,2,3,2,3,3,2,3,3,2,2,3,1,2,2,3,3,4,2,3,5,3,3,3,1,3,2,3,2,4,3,4,5,4,3,3,4,4,4,4,3,2,"yes","no",2.2,2.467,3.2,3.4
"UnitedStates",0.92,"VeryHigh",55,"Male","Yes Kids","ma","full-time",NA,"P-T College Faculty & P-T Self-Employed",28,0,"Small Town","Married",1,0,2,1,1,1,1,2,2,5,2,3,2,3,3,2,2,4,3,2,2,3,3,1,3,1,2,2,2,3,2,1,2,2,3,4,3,2,1,3,2,2,3,3,4,4,4,"yes","no",1.2,2.667,2.2,3.6
"UnitedStates",0.92,"VeryHigh",55,"Male","Yes Kids","deg","full-time",55000,"Respiratory Therapist",23,0,"Medium-Sized","Married",2,1,4,4,3,3,3,1,1,3,3,2,2,3,2,2,3,1,2,2,2,3,4,2,2,1,2,2,3,2,4,3,2,3,3,3,3,4,3,4,3,3,4,4,4,4,4,"yes","yes",3.4,2.133,2.8,4
"UnitedStates",0.92,"VeryHigh",28,"Male","No Kids","ltuni","full-time",87500,"Insurance",2,0,"Medium-Sized","Married",0,0,3,3,3,3,2,1,1,1,2,1,2,1,2,1,1,4,2,5,1,2,1,2,3,4,1,3,2,4,3,1,1,2,1,3,1,3,1,2,2,2,3,4,4,3,1,"yes","no",2.8,1.8,2.1,3
"UnitedStates",0.92,"VeryHigh",45,"Male","No Kids","ma","full-time",150000,"Computer Consultant",10,0,"Medium-Sized","Married",0,0,1,3,1,1,1,1,2,5,2,2,1,1,4,2,2,1,2,2,2,4,2,1,1,4,1,1,3,1,4,1,1,3,3,1,3,1,1,4,4,4,3,3,2,2,2,"yes","no",1.4,2.2,2.2,2.4
"UnitedStates",0.92,"VeryHigh",45,"Female","No Kids","deg","full-time",45000,"Programmer/Software Analyst",6,1,"Small City","Single",0,0,3,3,4,3,4,2,3,2,4,4,3,3,4,3,3,4,4,5,4,4,4,3,2,3,4,2,4,4,5,4,4,4,3,4,4,5,5,2,4,3,3,2,2,2,2,"yes","yes",3.4,3.467,3.65,2.2
"UnitedStates",0.92,"VeryHigh",45,"Female","No Kids","deg","full-time",35000,"Information Technology Consultant",0,6,"Medium-Sized","Single",0,0,3,3,3,2,2,2,2,4,3,3,3,3,4,3,4,4,3,4,2,4,5,2,3,4,2,2,5,4,3,2,4,3,4,3,4,4,4,4,5,4,1,2,2,1,1,"yes","yes",2.6,3.2,3.55,1.4
"UnitedStates",0.92,"VeryHigh",68,"Female","No Kids","ltuni","retired",35000,NA,0,0,"Small City","Single",0,0,5,5,2,2,2,3,4,5,5,4,3,5,5,5,5,3,5,3,5,5,5,5,5,1,5,4,5,3,5,1,5,4,4,5,2,4,3,5,5,5,2,2,2,3,1,"yes","yes",3.2,4.333,4.05,2
"UnitedStates",0.92,"VeryHigh",45,"Female","No Kids","deg","retired",15000,"retired",12,0,"Large-City","Married",0,0,4,3,2,2,2,1,1,2,4,3,1,2,3,2,2,2,4,2,4,3,4,2,1,4,4,1,3,2,4,4,3,3,1,2,3,2,2,3,4,2,3,3,4,4,2,"yes","yes",2.6,2.4,2.7,3.2
"UnitedStates",0.92,"VeryHigh",55,"Female","No Kids","phd","full-time",45000," Epidemiologist",23,0,"Small City","Single",0,0,3,2,4,1,1,2,1,2,1,1,1,2,1,1,1,2,1,1,1,4,3,2,1,4,3,2,2,2,2,1,1,4,1,1,1,2,1,2,2,3,3,3,3,3,2,"no","no",2.2,1.467,2,2.8
"UnitedStates",0.92,"VeryHigh",23,"Female","No Kids","deg","part-time",35000,"Office Manager",1,6,"Large-City","Single",0,0,3,3,2,2,2,3,3,4,4,3,4,2,4,3,4,4,4,3,3,4,4,4,4,5,4,4,4,3,4,2,4,4,4,4,4,4,4,5,4,4,3,3,3,4,2,"yes","no",2.4,3.467,3.95,3
"UnitedStates",0.92,"VeryHigh",32,"Female","Yes Kids","ltuni","full-time",45000," admin assist",5,0,"Large Town","Married",0,1,4,2,3,2,2,4,2,4,4,2,4,2,3,1,5,2,2,4,1,4,5,1,3,5,5,3,5,3,3,3,3,4,4,3,4,5,4,5,4,5,4,3,3,3,4,"yes","no",2.6,2.933,3.85,3.4
"UnitedStates",0.92,"VeryHigh",68,"Female","No Kids","ltuni","full-time",45000,"self-employed Photographer",30,0,"Large-City","Divorced",0,0,3,3,3,2,2,2,3,3,4,4,3,5,4,3,4,2,3,3,4,5,5,3,4,1,3,3,4,3,4,5,4,5,3,3,4,5,4,5,4,4,3,3,3,3,2,"yes","yes",2.6,3.467,3.8,2.8
"UnitedStates",0.92,"VeryHigh",55,"Female","No Kids","deg","full-time",45000,"Business Owner",17,0,"Medium-Sized","Married",0,0,5,5,5,5,5,1,1,1,5,5,5,5,1,5,5,5,5,5,5,5,5,5,1,5,5,5,5,5,5,5,5,5,1,5,5,5,5,5,5,5,1,1,1,1,1,"yes","yes",5,3.933,4.6,1
"UnitedStates",0.92,"VeryHigh",38,"Male","Yes Kids","deg","full-time",45000,"Warehouse Supervisor",1,9,"Small City","Married",0,1,3,3,1,2,3,4,1,5,2,2,2,2,3,3,4,3,1,5,1,2,3,2,5,4,1,3,2,3,4,3,2,2,5,5,4,4,4,4,4,4,1,2,2,1,5,"yes","yes",2.4,2.667,3.4,2.2
"UnitedStates",0.92,"VeryHigh",20,"Female","No Kids","ltuni","student",NA,NA,0,0,"Large-City","Single",0,0,3,2,2,1,1,1,4,4,4,3,4,5,4,2,5,5,5,3,4,5,4,2,1,5,4,3,3,4,5,4,4,5,2,4,4,3,3,3,4,5,4,5,2,4,3,"yes","yes",1.8,3.867,3.6,3.6
"UnitedStates",0.92,"VeryHigh",68,"Male","No Kids","dip","full-time",35000,"writer",30,0,"Small City","Divorced",0,0,2,2,2,2,1,2,2,3,3,3,1,2,4,3,2,2,4,3,2,2,2,1,4,5,4,2,4,4,4,3,2,4,2,3,4,4,3,4,3,4,2,2,4,3,2,"yes","yes",1.8,2.533,3.3,2.6
"UnitedStates",0.92,"VeryHigh",24,"Female","No Kids","deg","full-time",35000,"Server",5,0,"Medium-Sized","Single",0,0,3,3,1,1,1,1,3,5,5,5,1,5,3,3,5,5,5,5,4,5,5,1,1,5,5,5,5,2,5,5,5,5,4,5,3,5,5,5,5,5,1,1,1,2,1,"yes","yes",1.8,4,4.3,1.2
"UnitedStates",0.92,"VeryHigh",55,"Male","Yes Kids","deg","full-time",67500,"Director of non-profit organization",8,6,"Small City","Married",3,1,4,4,3,3,3,3,3,4,3,3,2,4,4,3,3,3,3,3,4,4,4,2,3,3,3,3,4,4,4,4,4,4,4,4,4,2,3,4,2,4,3,3,2,4,1,"yes","yes",3.4,3.267,3.45,2.6
"UnitedStates",0.92,"VeryHigh",55,"Male","No Kids","deg","full-time",150000,"Insurance",5,0,"Medium-Sized","Married",0,0,4,4,3,3,3,2,1,5,1,1,2,1,3,2,3,3,2,1,1,3,3,2,2,1,3,1,3,4,4,4,1,3,4,4,4,3,4,3,4,3,3,3,3,4,2,"yes","no",3.4,2.067,3,3
"UnitedStates",0.92,"VeryHigh",45,"Female","No Kids","ma","full-time",87500,"Sr. Drug Safety Associate",4,2,"Large Town","Divorced",0,0,1,1,1,1,1,2,2,4,3,3,1,2,1,2,2,1,3,1,4,3,3,1,1,1,2,1,3,1,3,1,4,3,2,1,3,1,1,2,1,3,3,4,4,3,2,"yes","no",1,2.267,1.9,3.2
"UnitedStates",0.92,"VeryHigh",45,"Female","No Kids","high","full-time",67500,"Electrical Technician",14,0,"Large-City","Married",0,0,5,5,5,5,5,2,5,3,5,5,1,5,5,5,5,4,5,5,5,5,5,5,5,5,1,5,5,1,5,5,5,5,3,5,5,1,1,1,5,1,2,2,2,3,3,"yes","yes",5,4.333,3.7,2.4
"UnitedStates",0.92,"VeryHigh",55,"Female","Yes Kids","high","student",45000,NA,0,9,"Small Town","Married",2,4,5,5,5,4,4,3,2,5,4,5,5,5,4,4,5,5,3,4,4,5,5,2,3,3,5,4,5,4,5,3,3,3,4,5,5,5,3,5,5,5,3,2,3,4,2,"yes","yes",4.6,4.2,4.1,2.8
"UnitedStates",0.92,"VeryHigh",55,"Male","No Kids","deg","full-time",87500,"engineer",17,0,"Medium-Sized","Married",0,0,3,3,3,2,2,1,1,3,1,2,3,2,1,2,3,2,1,2,1,2,3,2,2,4,2,2,3,2,4,1,4,3,1,1,3,3,2,4,3,4,3,3,3,4,3,"yes","no",2.6,1.8,2.65,3.2
"UnitedStates",0.92,"VeryHigh",28,"Female","Yes Kids","deg","part-time",15000,"Senior Staff Writer",1,0,"Small City","Married",0,1,5,5,5,5,5,4,4,5,5,5,4,5,5,2,5,4,5,5,5,5,5,5,4,5,5,4,5,5,5,3,4,5,5,3,3,5,5,5,5,3,3,4,3,4,2,"yes","yes",5,4.533,4.45,3.2
"UnitedStates",0.92,"VeryHigh",28,"Male","No Kids","ma","student",10000,"Writing Consultant",1,0,"Medium-Sized","Single",0,0,3,4,4,4,4,4,2,3,2,3,2,3,5,2,4,4,5,4,2,4,3,2,3,3,5,3,3,4,5,3,3,5,4,4,4,3,3,3,3,4,4,3,4,4,4,"yes","yes",3.8,3.267,3.5,3.8
"UnitedStates",0.92,"VeryHigh",38,"Female","Yes Kids","ma","full-time",67500,"Nurse",7,0,"Small City","Married",2,1,4,2,3,1,1,1,3,2,5,4,1,4,5,3,5,1,4,3,4,3,3,1,2,2,3,3,3,2,4,3,4,5,1,2,4,3,3,4,4,1,3,4,4,4,4,"yes","no",2.2,3.2,2.85,3.8
"UnitedStates",0.92,"VeryHigh",28,"Female","No Kids","ma","full-time",55000,"Editor",0,9,"Large-City","Married",0,0,4,5,4,3,3,1,5,5,5,4,5,5,5,4,4,5,5,5,5,3,4,3,3,5,5,3,5,4,4,4,3,4,2,4,5,4,5,5,5,5,1,3,1,1,1,"yes","yes",3.8,4.4,4.1,1.4
"UnitedStates",0.92,"VeryHigh",23,"Male","No Kids","deg","student",10000,NA,6,0,"","Single",0,0,4,4,5,5,3,5,4,5,1,1,5,5,5,5,5,3,5,5,3,3,5,3,4,5,5,5,5,5,1,5,1,5,5,5,5,5,5,5,1,5,2,2,2,3,2,"yes","yes",4.2,4,4.25,2.2
"UnitedStates",0.92,"VeryHigh",68,"Male","Yes Kids","deg","retired",25000,"retired",10,0,"Small City","Married",0,1,1,1,3,2,2,2,1,1,1,2,1,3,3,3,1,1,1,1,1,2,3,1,1,1,1,1,2,1,4,1,1,4,1,1,2,4,1,2,2,3,4,5,5,5,5,"yes","yes",1.8,1.6,1.85,4.8
"UnitedStates",0.92,"VeryHigh",25,"Male","No Kids","ma","unemployed",10000,"Unemployed",0,0,"Village","Single",0,0,5,5,5,4,4,3,3,5,4,5,5,5,5,5,5,3,5,5,4,1,1,1,5,5,1,5,5,5,1,3,5,4,5,5,5,3,4,5,5,5,3,4,1,1,1,"yes","yes",4.6,4.2,3.9,2
"UnitedStates",0.92,"VeryHigh",21,"Male","No Kids","ltuni","student",10000,NA,NA,0,"Large-City","Single",0,0,1,2,2,2,2,5,4,5,3,4,4,3,3,3,3,2,3,2,1,2,3,1,2,2,2,1,3,2,4,2,2,4,2,4,4,2,3,3,2,3,4,4,3,4,3,"yes","yes",1.8,3.133,2.55,3.6
"UnitedStates",0.92,"VeryHigh",55,"Male","No Kids","phd","full-time",150000,"attorney",17,0,"Medium-Sized","Married",0,0,3,3,3,3,3,2,4,5,5,4,4,5,5,4,4,3,1,3,4,4,4,3,3,3,1,2,4,3,3,5,5,5,3,5,3,5,3,4,4,5,3,4,4,3,1,"yes","yes",3,3.8,3.65,3
"UnitedStates",0.92,"VeryHigh",45,"Female","Yes Kids","ltuni","full-time",25000," designer",10,0,"Large-City","Married",1,1,3,3,3,2,2,1,1,4,2,1,3,2,3,1,3,4,3,4,2,2,3,2,3,4,3,4,3,3,3,3,2,3,1,3,3,4,4,3,3,3,4,4,4,4,3,"yes","no",2.6,2.4,3,3.8
"UnitedStates",0.92,"VeryHigh",68,"Male","Yes Kids","high","retired",10000,"retired",9,0,"Large-City","Divorced",1,3,2,2,2,2,3,3,3,2,4,3,2,3,2,5,4,4,3,3,3,4,4,4,3,2,4,1,4,3,2,1,3,3,3,3,3,4,4,4,3,3,2,2,1,1,3,"yes","yes",2.2,3.2,3.05,1.8
"UnitedStates",0.92,"VeryHigh",28,"Female","No Kids","deg","full-time",67500,"mktg",1,0,"Large-City","Single",0,0,3,5,3,2,2,1,3,3,5,5,5,5,5,2,2,1,4,1,2,3,2,1,1,5,1,1,2,1,5,2,4,4,1,1,1,4,5,1,5,1,2,3,4,4,5,"yes","no",3,3.133,2.4,3.6
"UnitedStates",0.92,"VeryHigh",21,"Male","No Kids","ltuni","student",10000,"furniture maker, home restorer",1,0,"Small City","Single",0,0,4,4,3,3,3,3,1,5,1,4,2,4,4,3,4,4,2,1,2,4,4,2,4,5,2,1,4,4,4,2,2,5,2,4,4,4,4,3,4,4,2,3,4,4,3,"yes","yes",3.4,2.933,3.4,3.2
"UnitedStates",0.92,"VeryHigh",21,"Female","No Kids","ltuni","student",10000,"Nanny",0,3,"Medium-Sized","Single",0,0,4,3,3,4,4,2,1,1,2,3,3,3,3,3,3,4,2,3,2,3,3,3,2,4,3,3,3,3,3,1,3,3,3,2,3,3,2,3,3,4,5,5,5,5,5,"yes","yes",3.6,2.533,2.85,5
"UnitedStates",0.92,"VeryHigh",25,"Male","No Kids","deg","student",15000,NA,7,6,"Small Town","Single",0,0,4,4,4,4,4,2,1,5,4,4,4,5,3,5,5,3,1,2,1,5,5,4,5,5,4,1,1,3,4,1,5,5,5,2,3,4,4,5,4,5,1,1,1,1,1,"yes","yes",4,3.333,3.75,1
"UnitedStates",0.92,"VeryHigh",55,"Female","Yes Kids","ma","full-time",87500," teacher",28,0,"Large-City","Divorced",1,0,4,4,3,4,4,5,5,4,4,4,4,4,5,5,5,4,4,3,5,5,5,5,3,2,5,5,1,5,5,5,5,5,5,5,5,1,5,5,4,4,3,3,3,3,1,"yes","yes",3.8,4.4,4.25,2.6
"UnitedStates",0.92,"VeryHigh",68,"Female","Yes Kids","ma","full-time",45000,"Librarian",8,0,"Large-City","Married",2,0,3,2,2,2,2,1,1,1,1,2,3,2,4,1,2,2,3,1,2,3,2,1,2,1,2,1,3,3,2,2,3,3,1,4,3,4,2,3,2,3,2,2,2,2,1,"yes","no",2.2,1.933,2.35,1.8
"UnitedStates",0.92,"VeryHigh",23,"Female","No Kids","deg","full-time",25000," teacher",1,0,"Small Town","Single",0,0,2,4,3,2,2,4,1,2,2,3,2,4,2,2,4,5,3,4,2,4,3,2,3,5,4,4,3,4,4,4,3,3,2,4,3,4,4,4,4,3,4,3,4,5,2,"yes","yes",2.6,2.933,3.5,3.6
"UnitedStates",0.92,"VeryHigh",45,"Male","Yes Kids","dip","full-time",45000,NA,3,0,"Small City","Divorced",0,2,4,4,4,4,4,2,2,2,4,4,5,4,4,4,4,4,2,3,4,4,4,2,3,1,4,3,5,1,4,4,2,5,3,4,3,4,4,4,4,4,3,3,4,4,3,"yes","yes",4,3.467,3.4,3.4
"UnitedStates",0.92,"VeryHigh",28,"Male","No Kids","phd","student",150000,NA,5,0,"Large-City","Married",0,0,4,3,2,1,1,1,1,4,2,1,1,1,1,1,1,1,1,1,1,1,2,1,1,1,1,2,2,2,1,3,1,2,1,2,2,1,1,2,2,2,4,3,4,2,4,"no","no",2.2,1.267,1.6,3.4
"UnitedStates",0.92,"VeryHigh",45,"Female","No Kids","deg","full-time",150000," Accountant",23,0,"Large Town","Married",0,0,4,3,4,3,3,3,2,4,2,2,3,4,3,2,3,4,2,4,2,3,4,2,3,2,3,4,4,4,4,2,4,3,4,3,4,4,4,4,4,4,3,3,4,4,4,"yes","yes",3.4,2.867,3.5,3.6
"UnitedStates",0.92,"VeryHigh",55,"Female","No Kids","ma","full-time",150000,"Creative Director",5,0,"Large-City","Married",0,0,3,3,4,2,2,1,2,3,4,2,1,1,3,1,3,2,2,3,4,1,4,3,2,5,2,2,3,5,4,2,2,4,1,3,3,5,4,3,3,4,2,4,2,3,1,"yes","no",2.8,2.2,3.2,2.4
"UnitedStates",0.92,"VeryHigh",45,"Male","Yes Kids","deg","full-time",150000,"manager",23,0,"Large Town","Married",1,1,4,4,4,4,4,4,1,4,3,4,4,4,3,4,4,2,3,4,2,4,4,5,4,2,3,4,4,4,4,2,3,4,4,4,3,5,4,4,4,3,3,3,3,4,2,"yes","yes",4,3.333,3.7,3
"UnitedStates",0.92,"VeryHigh",32,"Male","Yes Kids","ma","full-time",55000,"assistant professor",10,0,"Large Town","Married",2,0,4,5,5,5,5,5,1,3,3,5,5,4,5,5,5,5,2,5,1,5,5,3,4,3,5,5,5,5,5,2,4,5,5,5,5,5,5,5,5,5,3,2,2,3,1,"yes","yes",4.8,3.933,4.55,2.2
"UnitedStates",0.92,"VeryHigh",32,"Male","No Kids","phd","full-time",55000,"psychotherapist",0,8,"Large-City","Married",0,0,1,1,2,1,1,2,1,5,2,1,1,2,2,1,2,3,3,3,2,1,2,1,1,1,1,3,1,2,2,2,1,1,3,4,2,3,2,2,3,2,4,4,4,5,4,"no","no",1.2,2.067,1.95,4.2
"UnitedStates",0.92,"VeryHigh",68,"Female","Yes Kids","deg","",NA,"retired",1,0,"Large-City","Widowed",2,2,4,3,2,2,2,2,1,2,3,2,4,3,3,2,3,2,3,3,4,4,4,2,3,2,3,2,3,3,4,4,4,4,4,2,3,3,3,3,4,4,2,3,3,4,2,"yes","yes",2.6,2.733,3.2,2.8
"UnitedStates",0.92,"VeryHigh",55,"Female","Yes Kids","deg","full-time",150000,"Chief Financial Officer",5,0,"Large Town","Married",1,1,4,3,4,3,3,1,1,2,4,2,4,2,3,1,4,1,1,1,2,1,2,1,1,5,1,2,2,4,4,1,3,4,5,2,3,4,4,3,2,3,5,5,5,5,3,"yes","no",3.4,2,2.8,4.6
"UnitedStates",0.92,"VeryHigh",38,"Female","No Kids","ma","full-time",35000,"psychotherapist",8,0,"Medium-Sized","Married",0,0,3,3,4,4,4,2,5,5,5,1,5,4,5,4,5,2,4,4,5,4,5,2,2,5,4,5,4,4,4,2,4,5,4,4,5,4,3,5,5,5,3,3,3,3,3,"yes","yes",3.6,4,4.05,3
"UnitedStates",0.92,"VeryHigh",21,"Male","No Kids","ltuni","student",10000,NA,14,0,"Medium-Sized","Single",0,0,3,4,4,4,4,1,1,1,1,1,1,1,4,2,4,4,1,4,1,3,3,3,4,3,2,4,2,4,5,2,3,3,2,4,4,5,4,2,4,4,4,5,5,4,3,"yes","no",3.8,2,3.35,4.2
"UnitedStates",0.92,"VeryHigh",55,"Male","Yes Kids","ltuni","full-time",250000,NA,7,0,"Small City","Married",1,0,1,1,2,2,2,3,1,3,2,2,3,4,2,1,1,2,2,2,1,2,3,2,2,2,2,2,3,2,2,2,4,2,2,2,3,3,2,2,1,1,3,3,2,4,2,"no","yes",1.6,2.067,2.2,2.8
"UnitedStates",0.92,"VeryHigh",22,"Female","No Kids","deg","student",NA,NA,0,0,"Large-City","Single",0,0,4,4,3,4,4,3,3,4,4,4,4,4,4,4,4,3,4,3,4,4,4,2,3,4,3,4,4,4,4,4,2,4,3,4,4,4,4,4,4,3,3,3,4,4,4,"yes","yes",3.8,3.733,3.6,3.6
"UnitedStates",0.92,"VeryHigh",45,"Male","Yes Kids","phd","full-time",150000,"Doctor; Physician",17,0,"Rural/Country","Married",1,1,4,4,4,4,4,3,5,5,5,4,5,5,5,5,5,4,5,3,5,5,4,4,4,5,4,5,5,4,5,4,1,5,4,5,5,5,5,5,5,5,3,3,2,2,2,"yes","yes",4,4.6,4.45,2.4
"UnitedStates",0.92,"VeryHigh",21,"Male","No Kids","ltuni","student",15000,NA,17,0,"Small City","Single",0,0,4,3,3,2,2,1,1,3,2,1,1,3,5,1,3,4,2,2,2,1,4,2,3,4,3,3,4,4,4,2,3,4,2,4,4,4,2,4,4,4,3,3,3,4,3,"yes","yes",2.8,2.133,3.4,3.2
"UnitedStates",0.92,"VeryHigh",32,"Male","No Kids","deg","student",35000,NA,2,0,"Large-City","Single",0,0,5,5,5,5,5,5,4,3,4,5,2,5,5,5,5,4,5,5,4,5,5,5,3,4,4,3,4,4,5,5,4,4,4,5,5,5,5,5,5,5,1,3,2,1,1,"yes","yes",5,4.4,4.45,1.6
"UnitedStates",0.92,"VeryHigh",21,"Female","No Kids","ltuni","part-time",10000,"Activities Leader",2,3,"Medium-Sized","Single",0,0,2,2,4,2,2,1,1,1,4,3,3,2,2,2,3,2,2,1,2,1,2,1,1,2,3,4,2,2,4,1,2,4,1,1,3,1,2,2,3,2,4,4,4,5,5,"yes","no",2.4,2,2.15,4.4
"UnitedStates",0.92,"VeryHigh",32,"Female","No Kids","deg","student",35000,NA,0,9,"Small City","Single",0,0,5,5,3,5,5,3,5,3,5,5,5,5,5,5,5,3,5,2,5,5,5,3,2,2,5,2,5,4,5,5,3,5,1,4,5,5,4,5,5,5,5,4,5,5,2,"yes","yes",4.6,4.4,4,4.2
"UnitedStates",0.92,"VeryHigh",28,"Male","No Kids","ltuni","student",10000,NA,0,0,"Large-City","Single",0,0,1,2,2,1,1,3,3,5,4,3,1,3,3,2,3,2,3,2,4,4,2,1,2,3,3,2,2,3,3,3,3,3,1,3,3,4,2,3,3,3,3,3,3,3,3,"yes","yes",1.4,3,2.6,3
"UnitedStates",0.92,"VeryHigh",28,"Male","No Kids","ltuni","full-time",35000,"Quotations specialist",4,0,"Rural/Country","Single",0,0,3,4,1,1,1,1,1,5,1,2,5,5,5,1,4,1,1,1,1,2,2,2,1,1,3,2,2,2,2,2,5,5,5,1,3,5,5,1,1,1,4,3,3,3,5,"yes","yes",2,2.4,2.55,3.6
"UnitedStates",0.92,"VeryHigh",38,"Female","No Kids","deg","part-time",35000,"dentist",17,0,"Small City","Single",0,0,3,3,3,1,1,2,2,2,3,1,3,1,3,1,3,2,2,3,2,2,3,2,2,2,2,4,3,3,3,2,4,3,2,3,3,4,3,3,2,3,3,2,2,2,2,"yes","no",2.2,2.133,2.8,2.2
"UnitedStates",0.92,"VeryHigh",28,"Female","Yes Kids","ltuni","part-time",15000,"Early child hood teacher",2,2,"Small City","Separated",1,0,3,4,2,3,3,3,1,3,3,3,5,2,3,2,4,1,3,3,4,4,4,2,4,3,5,1,5,3,3,1,5,3,2,2,3,5,1,3,4,4,4,4,3,2,2,"yes","yes",3,2.933,3.15,3
"UnitedStates",0.92,"VeryHigh",19,"Male","No Kids","ltuni","student",10000,NA,13,6,"Small City","Single",0,0,2,1,1,2,2,2,2,4,4,3,3,4,2,2,2,3,3,4,2,4,4,1,1,2,2,2,2,2,3,2,3,4,1,2,2,4,4,3,3,4,4,4,4,4,3,"yes","yes",1.6,2.933,2.55,3.8
"UnitedStates",0.92,"VeryHigh",19,"Male","No Kids","deg","unemployed",NA,NA,0,0,"Medium-Sized","",0,0,3,3,5,2,2,2,1,1,4,4,3,4,4,4,5,5,3,4,2,1,4,1,3,1,1,1,3,4,4,3,2,4,2,3,3,5,3,4,5,5,3,2,3,4,5,"yes","yes",3,3.133,3.05,3.4
"UnitedStates",0.92,"VeryHigh",22,"Female","Yes Kids","ltuni","full-time",35000,"pharmacy tech.",3,4,"Medium-Sized","Single",2,1,3,3,4,4,3,3,2,2,4,3,3,2,3,3,3,3,3,4,3,4,4,3,4,3,3,2,3,3,3,3,3,3,3,2,5,4,4,3,3,3,1,3,3,3,1,"yes","no",3.4,3,3.2,2.2
"UnitedStates",0.92,"VeryHigh",28,"Male","No Kids","ltuni","student",NA,NA,2,6,"Small Town","Single",0,0,5,4,3,3,3,4,3,5,2,3,2,1,3,3,3,3,3,3,2,3,2,1,3,5,2,3,3,3,4,3,3,2,4,3,3,3,2,4,2,3,3,3,3,3,3,"yes","yes",3.6,2.867,2.9,3
"UnitedStates",0.92,"VeryHigh",38,"Female","Yes Kids","ltuni","student",NA,NA,0,0,"Large-City","Single",2,1,5,5,5,5,5,2,1,4,3,4,5,5,4,3,3,1,1,5,1,4,5,5,1,2,5,3,5,3,5,4,2,5,3,5,4,5,5,4,5,2,3,3,1,1,1,"yes","yes",5,3.067,3.9,1.8
"UnitedStates",0.92,"VeryHigh",28,"Male","No Kids","grade","student",10000,NA,3,0,"Large-City","Single",0,0,5,3,5,2,2,1,1,3,3,1,3,4,1,3,3,1,3,3,2,5,5,1,3,4,2,3,1,2,2,4,5,3,2,3,1,3,3,3,4,3,5,5,4,4,3,"no","yes",3.4,2.467,2.85,4.2
"UnitedStates",0.92,"VeryHigh",32,"Male","No Kids","dip","full-time",67500,"operations manager",7,0,"Medium-Sized","Married",0,0,4,3,4,3,3,2,1,2,2,3,3,4,3,2,3,3,2,3,1,2,3,2,2,1,3,3,2,4,3,2,2,3,3,4,3,4,3,3,4,3,3,3,4,4,4,"yes","yes",3.4,2.4,2.85,3.6
"UnitedStates",0.92,"VeryHigh",32,"Female","Yes Kids","deg","full-time",55000,"Speech and language Assistant",3,8,"Medium-Sized","Separated",1,1,4,5,4,1,1,3,2,3,3,3,4,1,3,3,2,1,3,2,3,4,3,1,1,5,1,3,3,4,3,2,2,2,4,2,4,4,3,3,2,4,2,3,3,4,3,"yes","no",3,2.667,2.8,3
"UnitedStates",0.92,"VeryHigh",25,"Female","No Kids","deg","student",10000,NA,0,0,"Small City","Single",0,0,3,4,2,2,2,2,2,3,3,4,4,4,3,4,4,1,4,1,3,4,4,2,2,2,4,4,4,2,5,3,4,4,3,3,4,3,3,4,4,3,3,3,3,4,2,"yes","yes",2.6,3.067,3.35,3
"UnitedStates",0.92,"VeryHigh",68,"Female","Yes Kids","ltuni","full-time",45000,"engineer",9,0,"Large-City","Divorced",1,3,5,5,4,4,4,1,1,3,5,5,2,2,4,3,3,4,3,1,3,5,5,3,3,1,4,3,4,2,4,3,3,4,2,2,3,2,3,5,4,4,3,4,4,4,3,"yes","yes",4.4,3,3.2,3.6
"UnitedStates",0.92,"VeryHigh",32,"Male","No Kids","deg","full-time",67500,NA,7,0,"Medium-Sized","Married",0,0,4,3,4,3,2,4,1,3,2,3,2,3,4,3,3,3,2,3,1,2,4,2,3,1,3,3,3,4,3,2,4,3,2,3,3,4,4,3,5,3,3,3,3,4,3,"yes","yes",3.2,2.6,3.1,3.2
